date,total_passenger,commute_passenger,other_passenger,ID,holiday_or_weekend
2023-05-04,4992593.0,2061819.0,2930774.0,489,0
2023-05-05,2476196.0,729818.0,1746378.0,490,1
2023-05-06,2884686.0,884574.0,2000112.0,491,1
2023-05-07,2692768.0,792142.0,1900626.0,492,1
2023-05-08,4750962.0,2039196.0,2711766.0,493,0
2023-05-09,4872366.0,2084479.0,2787887.0,494,0
2023-05-10,4899699.0,2075757.0,2823942.0,495,0
2023-05-11,4896447.0,2057609.0,2838838.0,496,0
2023-05-12,5000436.0,2038583.0,2961853.0,497,0
2023-05-13,3741819.0,1117447.0,2624372.0,498,1
2023-05-14,2850279.0,839822.0,2010457.0,499,1
2023-05-15,4812040.0,2034347.0,2777693.0,500,0
2023-05-16,4869208.0,2076235.0,2792973.0,501,0
2023-05-17,4890847.0,2067495.0,2823352.0,502,0
2023-05-18,4817117.0,2035693.0,2781424.0,503,0
2023-05-19,5017987.0,2034772.0,2983215.0,504,0
2023-05-20,3754310.0,1121654.0,2632656.0,505,1
2023-05-21,2820600.0,829470.0,1991130.0,506,1
2023-05-22,4733565.0,2031663.0,2701902.0,507,0
2023-05-23,4869317.0,2071822.0,2797495.0,508,0
2023-05-24,4891218.0,2056398.0,2834820.0,509,0
2023-05-25,4954755.0,2065045.0,2889710.0,510,0
2023-05-26,4996335.0,2014737.0,2981598.0,511,0
2023-05-27,3088094.0,915442.0,2172652.0,512,1
2023-05-28,2406524.0,710050.0,1696474.0,513,1
2023-05-30,4840403.0,2051470.0,2788933.0,515,0
2023-05-31,4888128.0,2072528.0,2815600.0,516,0
2023-06-01,4870863.0,2060084.0,2810779.0,517,0
2023-06-02,4935436.0,2033740.0,2901696.0,518,0
2023-06-03,3658537.0,1084602.0,2573935.0,519,1
2023-06-04,2771462.0,812815.0,1958647.0,520,1
2023-06-05,4501745.0,1760636.0,2741109.0,521,0
2023-06-06,2885461.0,848085.0,2037376.0,522,1
2023-06-07,4819690.0,2052934.0,2766756.0,523,0
2023-06-08,4802937.0,2052945.0,2749992.0,524,0
2023-06-09,4954850.0,2041185.0,2913665.0,525,0
2023-06-10,3508174.0,1037853.0,2470321.0,526,1
2023-06-11,2625065.0,770160.0,1854905.0,527,1
2023-06-12,4736046.0,2013471.0,2722575.0,528,0
2023-06-13,4860238.0,2061840.0,2798398.0,529,0
2023-06-14,4833226.0,2043336.0,2789890.0,530,0
2023-06-15,4858005.0,2032450.0,2825555.0,531,0
2023-06-16,4977944.0,2015085.0,2962859.0,532,0
2023-06-17,3692594.0,1092077.0,2600517.0,533,1
2023-06-18,2794174.0,822700.0,1971474.0,534,1
2023-06-19,4728306.0,2032534.0,2695772.0,535,0
2023-06-20,4804451.0,2042466.0,2761985.0,536,0
2023-06-21,4749260.0,2036342.0,2712918.0,537,0
2023-06-22,4852355.0,2027123.0,2825232.0,538,0
2023-06-23,5006295.0,2017261.0,2989034.0,539,0
2023-06-24,3700593.0,1099076.0,2601517.0,540,1
2023-06-25,2778609.0,820554.0,1958055.0,541,1
2023-06-26,4563941.0,2005051.0,2558890.0,542,0
2023-06-27,4824279.0,2041480.0,2782799.0,543,0
2023-06-28,4904991.0,2059259.0,2845732.0,544,0
2023-06-29,4496512.0,1998131.0,2498381.0,545,0
2023-06-30,5011146.0,2044773.0,2966373.0,546,0
2023-07-01,3566431.0,1056846.0,2509585.0,547,1
2023-07-02,2723150.0,802642.0,1920508.0,548,1
2023-07-03,4807952.0,2077582.0,2730370.0,549,0
2023-07-04,4741947.0,2072153.0,2669794.0,550,0
2023-07-05,4912242.0,2076969.0,2835273.0,551,0
2023-07-06,4932163.0,2088218.0,2843945.0,552,0
2023-07-07,5036894.0,2064245.0,2972649.0,553,0
2023-07-08,3574781.0,1063215.0,2511566.0,554,1
2023-07-09,2417079.0,751931.0,1665148.0,555,1
2023-07-10,4765620.0,2045320.0,2720300.0,556,0
2023-07-11,4549350.0,2026347.0,2523003.0,557,0
2023-07-12,4941744.0,2092669.0,2849075.0,558,0
2023-07-13,4538355.0,2018192.0,2520163.0,559,0
2023-07-14,4684061.0,1991451.0,2692610.0,560,0
2023-07-15,3299430.0,962819.0,2336611.0,561,1
2023-07-16,2572414.0,759337.0,1813077.0,562,1
2023-07-17,4697800.0,2007975.0,2689825.0,563,0
2023-07-18,4748202.0,2059429.0,2688773.0,564,0
2023-07-19,4954065.0,2078061.0,2876004.0,565,0
2023-07-20,4894613.0,2039327.0,2855286.0,566,0
2023-07-21,4955313.0,2014547.0,2940766.0,567,0
2023-07-22,3451302.0,1011072.0,2440230.0,568,1
2023-07-23,2304063.0,691292.0,1612771.0,569,1
2023-07-24,4563425.0,1934819.0,2628606.0,570,0
2023-07-25,4712657.0,1974389.0,2738268.0,571,0
2023-07-26,4773072.0,2002657.0,2770415.0,572,0
2023-07-27,4741680.0,1969777.0,2771903.0,573,0
2023-07-28,4767746.0,1936651.0,2831095.0,574,0
2023-07-29,3365657.0,1010596.0,2355061.0,575,1
2023-07-30,2573223.0,765160.0,1808063.0,576,1
2023-07-31,4405057.0,1850984.0,2554073.0,577,0
2023-08-01,4508654.0,1911058.0,2597596.0,578,0
2023-08-02,4508654.0,1911058.0,2597596.0,579,0
2023-08-03,4501614.0,1886096.0,2615518.0,580,0
2023-08-04,4530056.0,1856839.0,2673217.0,581,0
2023-08-05,3250424.0,989332.0,2261092.0,582,1
2023-08-06,2482932.0,759536.0,1723396.0,583,1
2023-08-07,4496993.0,1946185.0,2550808.0,584,0
2023-08-08,4659706.0,1994105.0,2665601.0,585,0
2023-08-09,4694001.0,1984262.0,2709739.0,586,0
2023-08-10,3776811.0,1683002.0,2093809.0,587,0
2023-08-11,4431897.0,1868495.0,2563402.0,588,0
2023-08-12,3241077.0,960842.0,2280235.0,589,1
2023-08-13,2604740.0,768821.0,1835919.0,590,1
2023-08-14,4286117.0,1682657.0,2603460.0,591,0
2023-08-15,2799033.0,842636.0,1956397.0,592,1
2023-08-16,4749232.0,2003939.0,2745293.0,593,0
2023-08-17,4767109.0,2019239.0,2747870.0,594,0
2023-08-18,4889685.0,2027657.0,2862028.0,595,0
2023-08-19,3484957.0,1044943.0,2440014.0,596,1
2023-08-20,2653452.0,801085.0,1852367.0,597,1
2023-08-21,4687354.0,2015232.0,2672122.0,598,0
2023-08-22,4654584.0,2030731.0,2623853.0,599,0
2023-08-23,4540727.0,2010503.0,2530224.0,600,0
2023-08-24,4728601.0,2017885.0,2710716.0,601,0
2023-08-25,4959096.0,2038667.0,2920429.0,602,0
2023-08-26,3572463.0,1064421.0,2508042.0,603,1
2023-08-27,2706171.0,807852.0,1898319.0,604,1
2023-08-28,4575247.0,2013040.0,2562207.0,605,0
2023-08-29,4548235.0,2019075.0,2529160.0,606,0
2023-08-30,4786765.0,2027824.0,2758941.0,607,0
2023-08-31,4792267.0,2015212.0,2777055.0,608,0
2023-09-01,4980317.0,2049574.0,2930743.0,609,0
2023-09-02,3658264.0,1090456.0,2567808.0,610,1
2023-09-03,2685506.0,793966.0,1891540.0,611,1
2023-09-04,4832473.0,2076648.0,2755825.0,612,0
2023-09-05,4960404.0,2140038.0,2820366.0,613,0
2023-09-06,5006403.0,2139045.0,2867358.0,614,0
2023-09-07,4980318.0,2110374.0,2869944.0,615,0
2023-09-08,5052910.0,2073938.0,2978972.0,616,0
2023-09-09,3742147.0,1116035.0,2626112.0,617,1
2023-09-10,2795728.0,829796.0,1965932.0,618,1
2023-09-11,4808186.0,2069635.0,2738551.0,619,0
2023-09-12,4912066.0,2107336.0,2804730.0,620,0
2023-09-13,4904185.0,2120180.0,2784005.0,621,0
2023-09-14,4952368.0,2080147.0,2872221.0,622,0
2023-09-15,5034818.0,2090539.0,2944279.0,623,0
2023-09-16,3667015.0,1084107.0,2582908.0,624,1
2023-09-17,2823130.0,832614.0,1990516.0,625,1
2023-09-18,4841628.0,2076010.0,2765618.0,626,0
2023-09-19,4917050.0,2099267.0,2817783.0,627,0
2023-09-20,4847172.0,2104886.0,2742286.0,628,0
2023-09-21,4948309.0,2073808.0,2874501.0,629,0
2023-09-22,5063317.0,2054285.0,3009032.0,630,0
2023-09-23,3742334.0,1120506.0,2621828.0,631,1
2023-09-24,2819167.0,831074.0,1988093.0,632,1
2023-09-25,4944007.0,2081742.0,2862265.0,633,0
2023-09-26,4838619.0,2085108.0,2753511.0,634,0
2023-09-27,4944548.0,1899637.0,3044911.0,635,0
2023-09-28,2230283.0,640355.0,1589928.0,636,1
2023-09-29,1725294.0,515131.0,1210163.0,637,1
2023-09-30,2020971.0,581451.0,1439520.0,638,1
2023-10-01,2473960.0,713006.0,1760954.0,639,1
2023-10-02,2874464.0,842951.0,2031513.0,640,1
2023-10-03,2582141.0,767052.0,1815089.0,641,1
2023-10-04,4704241.0,2020707.0,2683534.0,642,0
2023-10-05,4794233.0,2060573.0,2733660.0,643,0
2023-10-06,4879785.0,2016080.0,2863705.0,644,0
2023-10-07,3712422.0,1095379.0,2617043.0,645,1
2023-10-08,2791015.0,807320.0,1983695.0,646,1
2023-10-09,2745480.0,817811.0,1927669.0,647,1
2023-10-10,4793115.0,2048061.0,2745054.0,648,0
2023-10-11,4862759.0,2067030.0,2795729.0,649,0
2023-10-12,4826392.0,2041906.0,2784486.0,650,0
2023-10-13,4930963.0,2014181.0,2916782.0,651,0
2023-10-14,3488573.0,1067689.0,2420884.0,652,1
2023-10-15,2869829.0,841181.0,2028648.0,653,1
2023-10-16,4659131.0,1988715.0,2670416.0,654,0
2023-10-17,4759285.0,2035595.0,2723690.0,655,0
2023-10-18,4787712.0,2020031.0,2767681.0,656,0
2023-10-19,4684205.0,2025671.0,2658534.0,657,0
2023-10-20,4895183.0,2003077.0,2892106.0,658,0
2023-10-21,3631689.0,1093113.0,2538576.0,659,1
2023-10-22,2746057.0,800604.0,1945453.0,660,1
2023-10-23,4598974.0,1961556.0,2637418.0,661,0
2023-10-24,4680698.0,2001231.0,2679467.0,662,0
2023-10-25,4798529.0,2010851.0,2787678.0,663,0
2023-10-26,4749746.0,1994370.0,2755376.0,664,0
2023-10-27,4846606.0,1963498.0,2883108.0,665,0
2023-10-28,3725923.0,1115891.0,2610032.0,666,1
2023-10-29,2845896.0,830475.0,2015421.0,667,1
2023-10-30,4640744.0,1967635.0,2673109.0,668,0
2023-10-31,4752376.0,2013094.0,2739282.0,669,0
2023-11-01,4705864.0,1999965.0,2705899.0,670,0
2023-11-02,4790693.0,2011160.0,2779533.0,671,0
2023-11-03,4800848.0,1963863.0,2836985.0,672,0
2023-11-04,3624044.0,1069400.0,2554644.0,673,1
2023-11-05,2535990.0,745684.0,1790306.0,674,1
2023-11-06,4577777.0,2012535.0,2565242.0,675,0
2023-11-07,4737278.0,2039437.0,2697841.0,676,0
2023-11-08,4791377.0,2031946.0,2759431.0,677,0
2023-11-09,4855681.0,2045550.0,2810131.0,678,0
2023-11-10,4998736.0,2042216.0,2956520.0,679,0
2023-11-11,3494506.0,1047659.0,2446847.0,680,1
2023-11-12,2630239.0,758553.0,1871686.0,681,1
2023-11-13,4598750.0,1973308.0,2625442.0,682,0
2023-11-14,4711329.0,2017749.0,2693580.0,683,0
2023-11-15,4909966.0,2029327.0,2880639.0,684,0
2023-11-16,4539467.0,1913461.0,2626006.0,685,0
2023-11-17,4759433.0,1912989.0,2846444.0,686,0
2023-11-18,3427504.0,1008684.0,2418820.0,687,1
2023-11-19,2676943.0,762100.0,1914843.0,688,1
2023-11-20,4643352.0,1971934.0,2671418.0,689,0
2023-11-21,4744651.0,2022203.0,2722448.0,690,0
2023-11-22,4791947.0,2013254.0,2778693.0,691,0
2023-11-23,4770014.0,2008772.0,2761242.0,692,0
2023-11-24,4805963.0,1957713.0,2848250.0,693,0
2023-11-25,3382098.0,997661.0,2384437.0,694,1
2023-11-26,2602267.0,746650.0,1855617.0,695,1
2023-11-27,4582126.0,1966647.0,2615479.0,696,0
2023-11-28,4733293.0,2013904.0,2719389.0,697,0
2023-11-29,4767041.0,2010915.0,2756126.0,698,0
2023-11-30,4679028.0,1989993.0,2689035.0,699,0
2023-12-01,4772379.0,1954407.0,2817972.0,700,0
2023-12-02,3399917.0,977365.0,2422552.0,701,1
2023-12-03,2602880.0,740267.0,1862613.0,702,1
2023-12-04,4583250.0,1951485.0,2631765.0,703,0
2023-12-05,4695886.0,1985701.0,2710185.0,704,0
2023-12-06,4694332.0,1965917.0,2728415.0,705,0
2023-12-07,4743087.0,1968306.0,2774781.0,706,0
2023-12-08,4837157.0,1942689.0,2894468.0,707,0
2023-12-09,3494648.0,994243.0,2500405.0,708,1
2023-12-10,2624009.0,743339.0,1880670.0,709,1
2023-12-11,4547812.0,1956777.0,2591035.0,710,0
2023-12-12,4740039.0,1988395.0,2751644.0,711,0
2023-12-13,4804760.0,1980514.0,2824246.0,712,0
2023-12-14,4764544.0,1988411.0,2776133.0,713,0
2023-12-15,4824981.0,1958647.0,2866334.0,714,0
2023-12-16,3574509.0,1018121.0,2556388.0,715,1
2023-12-17,2454015.0,709901.0,1744114.0,716,1
2023-12-18,4525635.0,1917955.0,2607680.0,717,0
2023-12-19,4737871.0,1966244.0,2771627.0,718,0
2023-12-20,4946766.0,2067792.0,2878974.0,719,0
2023-12-21,4614027.0,1937986.0,2676041.0,720,0
2023-12-22,4765965.0,1898211.0,2867754.0,721,0
2023-12-23,3367896.0,965310.0,2402586.0,722,1
2023-12-24,3165856.0,900941.0,2264915.0,723,1
2023-12-25,2802787.0,791027.0,2011760.0,724,1
2023-12-26,4508360.0,1815791.0,2692569.0,725,0
2023-12-27,4641372.0,1859432.0,2781940.0,726,0
2023-12-28,4590293.0,1815201.0,2775092.0,727,0
2023-12-29,4627805.0,1694331.0,2933474.0,728,0
2023-12-30,3316679.0,943124.0,2373555.0,729,1
2023-12-31,2667373.0,747450.0,1919923.0,730,1
2024-01-01,2029844.0,581438.0,1448406.0,731,1
2024-01-02,4214433.0,1819058.0,2395375.0,732,0
2024-01-03,4388420.0,1897153.0,2491267.0,733,0
2024-01-04,4406457.0,1862670.0,2543787.0,734,0
2024-01-05,4534935.0,1863779.0,2671156.0,735,0
2024-01-06,3278029.0,957961.0,2320068.0,736,1
2024-01-07,2461313.0,715049.0,1746264.0,737,1
2024-01-08,4225026.0,1846309.0,2378717.0,738,0
2024-01-09,4461028.0,1939202.0,2521826.0,739,0
2024-01-10,4494105.0,1913631.0,2580474.0,740,0
2024-01-11,4430877.0,1855272.0,2575605.0,741,0
2024-01-12,4521189.0,1845544.0,2675645.0,742,0
2024-01-13,3322076.0,970527.0,2351549.0,743,1
2024-01-14,2322646.0,676152.0,1646494.0,744,1
2024-01-15,4273031.0,1854045.0,2418986.0,745,0
2024-01-16,4360148.0,1867509.0,2492639.0,746,0
2024-01-17,4487160.0,1897205.0,2589955.0,747,0
2024-01-18,4432908.0,1867322.0,2565586.0,748,0
2024-01-19,4524412.0,1838219.0,2686193.0,749,0
2024-01-20,3262951.0,944867.0,2318084.0,750,1
2024-01-21,2471494.0,702594.0,1768900.0,751,1
2024-01-22,4203532.0,1846330.0,2357202.0,752,0
2024-01-23,4084827.0,1825917.0,2258910.0,753,0
2024-01-24,4256791.0,1856932.0,2399859.0,754,0
2024-01-25,4371534.0,1866991.0,2504543.0,755,0
2024-01-26,4498999.0,1839626.0,2659373.0,756,0
2024-01-27,3312084.0,962366.0,2349718.0,757,1
2024-01-28,2493407.0,722994.0,1770413.0,758,1
2024-01-29,4308656.0,1847642.0,2461014.0,759,0
2024-01-30,4413719.0,1881733.0,2531986.0,760,0
2024-01-31,4482376.0,1891948.0,2590428.0,761,0
2024-02-01,4579299.0,1917614.0,2661685.0,762,0
2024-02-02,4649790.0,1910394.0,2739396.0,763,0
2024-02-03,3321763.0,963546.0,2358217.0,764,1
2024-02-04,2648878.0,762174.0,1886704.0,765,1
2024-02-05,4484071.0,1946566.0,2537505.0,766,0
2024-02-06,4622079.0,1955687.0,2666392.0,767,0
2024-02-07,4623478.0,1923728.0,2699750.0,768,0
2024-02-08,4447043.0,1681003.0,2766040.0,769,0
2024-02-09,2026668.0,564740.0,1461928.0,770,1
2024-02-10,1579526.0,470735.0,1108791.0,771,1
2024-02-11,2036674.0,556116.0,1480558.0,772,1
2024-02-12,2277217.0,644162.0,1633055.0,773,1
2024-02-13,4227543.0,1786931.0,2440612.0,774,0
2024-02-14,4524938.0,1902448.0,2622490.0,775,0
2024-02-15,4394109.0,1891364.0,2502745.0,776,0
2024-02-16,4660971.0,1903878.0,2757093.0,777,0
2024-02-17,3534207.0,1043798.0,2490409.0,778,1
2024-02-18,2578906.0,731785.0,1847121.0,779,1
2024-02-19,4278865.0,1847419.0,2431446.0,780,0
2024-02-20,4539782.0,1912339.0,2627443.0,781,0
2024-02-21,4494048.0,1935829.0,2558219.0,782,0
2024-02-22,4774315.0,2031282.0,2743033.0,783,0
2024-02-23,4739800.0,1924320.0,2815480.0,784,0
2024-02-24,3579996.0,1065966.0,2514030.0,785,1
2024-02-25,2678845.0,789981.0,1888864.0,786,1
2024-02-26,4459154.0,1871228.0,2587926.0,787,0
2024-02-27,4544486.0,1896276.0,2648210.0,788,0
2024-02-28,4598307.0,1891287.0,2707020.0,789,0
2024-02-29,4639761.0,1875790.0,2763971.0,790,0
2024-03-01,2982224.0,875524.0,2106700.0,791,1
2024-03-02,3168845.0,928061.0,2240784.0,792,1
2024-03-03,2640816.0,766267.0,1874549.0,793,1
2024-03-04,4772266.0,2027088.0,2745178.0,794,0
2024-03-05,4790788.0,2077751.0,2713037.0,795,0
2024-03-06,4866140.0,2084580.0,2781560.0,796,0
2024-03-07,4751637.0,2033124.0,2718513.0,797,0
2024-03-08,4970507.0,2069450.0,2901057.0,798,0
2024-03-09,3628350.0,1075937.0,2552413.0,799,1
2024-03-10,2786131.0,815963.0,1970168.0,800,1
2024-03-11,4720167.0,2052793.0,2667374.0,801,0
2024-03-12,4810843.0,2108512.0,2702331.0,802,0
2024-03-13,4910557.0,2103556.0,2807001.0,803,0
2024-03-14,4901191.0,2086660.0,2814531.0,804,0
2024-03-15,4975914.0,2052027.0,2923887.0,805,0
2024-03-16,3726714.0,1103590.0,2623124.0,806,1
2024-03-17,2771019.0,802810.0,1968209.0,807,1
2024-03-18,4767184.0,2064568.0,2702616.0,808,0
2024-03-19,4844269.0,2110494.0,2733775.0,809,0
2024-03-20,4913790.0,2093276.0,2820514.0,810,0
2024-03-21,4927592.0,2093028.0,2834564.0,811,0
2024-03-22,4919432.0,2014689.0,2904743.0,812,0
2024-03-23,3719716.0,1105762.0,2613954.0,813,1
2024-03-24,2908840.0,851837.0,2057003.0,814,1
2024-03-25,4765977.0,2062592.0,2703385.0,815,0
2024-03-26,4867116.0,2118984.0,2748132.0,816,0
2024-03-27,4960517.0,2091547.0,2868970.0,817,0
2024-03-29,4854452.0,2011318.0,2843134.0,819,0
2024-03-30,3660800.0,1083529.0,2577271.0,820,1
2024-03-31,2937143.0,856178.0,2080965.0,821,1
2024-04-01,4728327.0,2025910.0,2702417.0,822,0
2024-04-02,4873069.0,2080370.0,2792699.0,823,0
2024-04-03,4816106.0,2051040.0,2765066.0,824,0
2024-04-04,4909914.0,2059171.0,2850743.0,825,0
2024-04-05,5048807.0,2039528.0,3009279.0,826,0
2024-04-06,3954800.0,1166392.0,2788408.0,827,1
2024-04-07,3079709.0,896119.0,2183590.0,828,1
2024-04-08,4732013.0,2015435.0,2716578.0,829,0
2024-04-09,4998235.0,2091422.0,2906813.0,830,0
2024-04-10,3250269.0,934106.0,2316163.0,831,1
2024-04-11,4790580.0,2030302.0,2760278.0,832,0
2024-04-12,4936234.0,1999849.0,2936385.0,833,0
2024-04-13,3743065.0,1102616.0,2640449.0,834,1
2024-04-14,2869787.0,837262.0,2032525.0,835,1
2024-04-15,4589215.0,2016957.0,2572258.0,836,0
2024-04-16,4865356.0,2102592.0,2762764.0,837,0
2024-04-17,4899277.0,2068795.0,2830482.0,838,0
2024-04-18,4865263.0,2043152.0,2822111.0,839,0
2024-04-19,4940619.0,1992558.0,2948061.0,840,0
2024-04-20,3402297.0,1006047.0,2396250.0,841,1
2024-04-21,2742205.0,796687.0,1945518.0,842,1
2024-04-22,4698331.0,1996950.0,2701381.0,843,0
2024-04-23,4825858.0,2052685.0,2773173.0,844,0
2024-04-24,4828258.0,2062970.0,2765288.0,845,0
2024-04-25,4910871.0,2046998.0,2863873.0,846,0
2024-04-26,5038098.0,2019756.0,3018342.0,847,0
2024-04-27,3866180.0,1158089.0,2708091.0,848,1
2024-04-28,2941461.0,851892.0,2089569.0,849,1
2024-04-29,4820635.0,2036575.0,2784060.0,850,0
2024-04-30,5039259.0,2093363.0,2945896.0,851,0
2024-05-01,3876104.0,1253933.0,2622171.0,852,0
2024-05-02,4975463.0,2070906.0,2904557.0,853,0
2024-05-03,5072835.0,2030508.0,3042327.0,854,0
2024-05-04,3740503.0,1101177.0,2639326.0,855,1
2024-05-05,2423881.0,718761.0,1705120.0,856,1
2024-05-06,2571338.0,757763.0,1813575.0,857,0
2024-05-07,4868559.0,2101546.0,2767013.0,858,0
2024-05-08,5002542.0,2128253.0,2874289.0,859,0
2024-05-09,4959281.0,2076908.0,2882373.0,860,0
2024-05-10,5100354.0,2064931.0,3035423.0,861,0
2024-05-11,3437316.0,998333.0,2438983.0,862,1
2024-05-12,2996276.0,880692.0,2115584.0,863,1
2024-05-13,4846067.0,2040905.0,2805162.0,864,0
2024-05-14,5110526.0,2101722.0,3008804.0,865,0
2024-05-15,3006417.0,879699.0,2126718.0,866,1
2024-05-16,4928513.0,2053437.0,2875076.0,867,0
2024-05-17,5038949.0,2025709.0,3013240.0,868,0
2024-05-18,3893527.0,1156969.0,2736558.0,869,1
2024-05-19,3004766.0,875943.0,2128823.0,870,1
2024-05-20,4773265.0,2014363.0,2758902.0,871,0
2024-05-21,4941022.0,2084226.0,2856796.0,872,0
2024-05-22,4982226.0,2071992.0,2910234.0,873,0
2024-05-23,4975505.0,2060575.0,2914930.0,874,0
2024-05-24,5078444.0,2026742.0,3051702.0,875,0
2024-05-25,3926122.0,1162774.0,2763348.0,876,1
2024-05-26,2745327.0,790175.0,1955152.0,877,1
2024-05-27,4812311.0,2023442.0,2788869.0,878,0
2024-05-30,4901492.0,2031872.0,2869620.0,881,0
2024-05-31,5056465.0,2028963.0,3027502.0,882,0
2024-06-01,3773712.0,1118784.0,2654928.0,883,1
2024-06-02,2902286.0,844152.0,2058134.0,884,1
2024-06-03,4790602.0,2030421.0,2760181.0,885,0
2024-06-04,4924684.0,2074878.0,2849806.0,886,0
2024-06-05,5089545.0,2087095.0,3002450.0,887,0
2024-06-07,4729231.0,1800023.0,2929208.0,889,0
2024-06-08,3351098.0,1019521.0,2331577.0,890,1
2024-06-09,2839878.0,830127.0,2009751.0,891,1
2024-06-10,4835439.0,2031988.0,2803451.0,892,0
2024-06-11,4957742.0,2079321.0,2878421.0,893,0
2024-06-12,4991015.0,2073993.0,2917022.0,894,0
2024-06-13,5009875.0,2076907.0,2932968.0,895,0
2024-06-14,5098271.0,2047069.0,3051202.0,896,0
2024-06-15,3704627.0,1102834.0,2601793.0,897,1
2024-06-16,2917791.0,852369.0,2065422.0,898,1
2024-06-17,4807886.0,2016906.0,2790980.0,899,0
2024-06-18,4907275.0,2058001.0,2849274.0,900,0
2024-06-19,4990095.0,2082224.0,2907871.0,901,0
2024-06-20,5002698.0,2079170.0,2923528.0,902,0
2024-06-21,5098931.0,2053211.0,3045720.0,903,0
2024-06-22,3462271.0,1060879.0,2401392.0,904,1
2024-06-23,2865842.0,840323.0,2025519.0,905,1
2024-06-24,4772799.0,2007037.0,2765762.0,906,0
2024-06-25,4901091.0,2051517.0,2849574.0,907,0
2024-06-26,4995087.0,2059892.0,2935195.0,908,0
2024-06-27,4967014.0,2049140.0,2917874.0,909,0
2024-06-28,5135970.0,2054187.0,3081783.0,910,0
2024-06-29,3650409.0,1075550.0,2574859.0,911,1
2024-06-30,2603371.0,777431.0,1825940.0,912,1
2024-07-01,4852485.0,2060385.0,2792100.0,913,0
2024-07-03,4946387.0,2069738.0,2876649.0,915,0
2024-07-04,4976608.0,2072300.0,2904308.0,916,0
2024-07-05,5046405.0,2058050.0,2988355.0,917,0
2024-07-06,3511342.0,1026382.0,2484960.0,918,1
2024-07-07,2810870.0,801164.0,2009706.0,919,1
2024-07-08,4617854.0,2020751.0,2597103.0,920,0
2024-07-09,4845487.0,2070101.0,2775386.0,921,0
2024-07-10,4999408.0,2091556.0,2907852.0,922,0
2024-07-11,4975422.0,2070819.0,2904603.0,923,0
2024-07-12,5108892.0,2061862.0,3047030.0,924,0
2024-07-13,3843913.0,1143133.0,2700780.0,925,1
2024-07-14,2944228.0,868197.0,2076031.0,926,1
2024-07-15,4911702.0,2086293.0,2825409.0,927,0
2024-07-16,4859951.0,2075205.0,2784746.0,928,0
2024-07-17,4729001.0,2024017.0,2704984.0,929,0
2024-07-18,4582007.0,2010816.0,2571191.0,930,0
2024-07-19,5225395.0,2096234.0,3129161.0,931,0
2024-07-20,3568052.0,1067401.0,2500651.0,932,1
2024-07-21,2805176.0,826340.0,1978836.0,933,1
2024-07-22,4577085.0,1983568.0,2593517.0,934,0
2024-07-23,4729280.0,2004274.0,2725006.0,935,0
2024-07-24,4942599.0,2054588.0,2888011.0,936,0
2024-07-25,4953874.0,2040667.0,2913207.0,937,0
2024-07-26,4897789.0,1968301.0,2929488.0,938,0
2024-07-27,3481969.0,1033942.0,2448027.0,939,1
2024-07-28,2820319.0,845341.0,1974978.0,940,1
2024-07-29,4501804.0,1882967.0,2618837.0,941,0
2024-07-30,4703857.0,1939388.0,2764469.0,942,0
2024-07-31,4787883.0,1947768.0,2840115.0,943,0
2024-08-01,4637938.0,1899256.0,2738682.0,944,0
2024-08-02,4648426.0,1862536.0,2785890.0,945,0
2024-08-03,3427876.0,1025479.0,2402397.0,946,1
2024-08-04,2670165.0,822947.0,1847218.0,947,1
2024-08-05,4531431.0,1929730.0,2601701.0,948,0
2024-08-06,4681817.0,1983004.0,2698813.0,949,0
2024-08-07,4743633.0,2004374.0,2739259.0,950,0
2024-08-08,4739761.0,1984641.0,2755120.0,951,0
2024-08-09,4861612.0,1983362.0,2878250.0,952,0
2024-08-10,3632930.0,1101228.0,2531702.0,953,1
2024-08-11,2747706.0,826971.0,1920735.0,954,1
2024-08-12,4748353.0,2017181.0,2731172.0,955,0
2024-08-13,4853659.0,2049755.0,2803904.0,956,0
2024-08-14,4982337.0,2035387.0,2946950.0,957,0
2024-08-15,2969491.0,879892.0,2089599.0,958,1
2024-08-16,4732694.0,1843658.0,2889036.0,959,0
2024-08-17,3449279.0,1034464.0,2414815.0,960,1
2024-08-18,2765465.0,842106.0,1923359.0,961,1
2024-08-19,4862523.0,2083674.0,2778849.0,962,0
2024-08-20,4862523.0,2083674.0,2778849.0,963,0
2024-08-21,4847592.0,2099420.0,2748172.0,964,0
2024-08-22,4925553.0,2116763.0,2808790.0,965,0
2024-08-23,5207889.0,2115044.0,3092845.0,966,0
2024-08-24,3741387.0,1115077.0,2626310.0,967,1
2024-08-25,2877081.0,853124.0,2023957.0,968,1
2024-08-26,4905522.0,2079761.0,2825761.0,969,0
2024-08-27,4992049.0,2135719.0,2856330.0,970,0
2024-08-28,5106809.0,2136107.0,2970702.0,971,0
2024-08-29,5060894.0,2110862.0,2950032.0,972,0
2024-08-30,5235636.0,2121484.0,3114152.0,973,0
2024-08-31,3855906.0,1140220.0,2715686.0,974,1
2024-09-01,2973063.0,881702.0,2091361.0,975,1
2024-09-02,5017525.0,2151559.0,2865966.0,976,0
2024-09-03,5195173.0,2210355.0,2984818.0,977,0
2024-09-04,5269252.0,2218245.0,3051007.0,978,0
2024-09-05,5182265.0,2180071.0,3002194.0,979,0
